ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
901,-74.7536,1,-78.7154,1,1
3603,-1054.04,0.772944,0,0.772976,1
6005,-3757.23,0.0753104,0,0.0752466,0
3423,-2468.65,0.53421,0,0.531869,0
3603,-2432.74,0.847145,0,0.849499,1
2582,-2585.55,1,-1703.74,1,1
3423,-1537.41,0.912469,0,0.91189,1
2282,-2029,2.71E-19,406.229,0,0
2883,-1631.72,0.179075,0,0.178037,1
2462,-1167.42,0.298235,0,0.297557,0
6005,-770.675,0.115965,0,0.115703,0
3003,-11320.2,1,-8162.49,1,1
4924,-2116.26,0.884035,0,0.884297,1
2162,-2216.37,0.908688,0,0.909748,1
4084,-2233.73,0.011932,0,0.0118936,0
6005,-0.888401,0.988068,0,0.988106,1
3783,-8526.4,1,-3460.46,1,1
5405,-1499.79,0.011932,0,0.0118936,0
1982,-1422.52,0.66094,0,0.661942,0
6005,-4650.23,0.259206,0,0.258827,0
2462,-1611.27,2.71E-19,266.685,0,0
3783,-4012.51,0.169148,0,0.16722,1
3723,-6252.67,1,-2809.03,1,1
2462,-3361.59,1,-1488.36,1,1
4144,-3043.42,0.102949,0,0.102941,1
4204,-3490.43,0.733394,0,0.733853,1
5164,-3418.52,2.84E-15,709.079,0,1
781,-703.04,1,-517.932,1,1
6005,-1612.1,0.102101,0,0.102256,0
4444,-3475.39,0.590125,0,0.590504,1
3423,-508.95,0.715051,0,0.714598,0
1802,-1251.85,0.4687,0,0.468636,0
3663,-4871.9,0.622858,0,0.62381,1
5164,-2157.14,2.71E-19,2535.33,0,0
6005,-0.137709,1,0,1,1
5585,-3001.9,2.71E-19,2201.33,0,0
1442,-789.186,2.86E-09,809.861,0,0
2402,-812.887,0.715051,0,0.714598,0
5225,-1379.16,2.71E-19,3717.92,0,0
721,-653.901,0.736516,0,0.736862,1
6005,-3165.94,0.0875308,0,0.0881102,0
1081,-452.259,2.71E-19,799.913,0,0
3243,-430.186,0.011932,0,0.0118936,0
2943,-5090.76,0.00693431,0,0.0073469,0
5405,-1228.11,0.00318216,0,0.00317163,0
4324,-1362.8,2.71E-19,2100.83,0,0
4804,-4144.13,3.96E-14,727.894,0,0
6005,-0.463514,1,0,1,1
1261,-836.898,0.264959,0,0.266716,1
5405,-3985.23,0.853491,0,0.852029,1
5285,-2653.13,0.144106,0,0.145248,0
5825,-3184.11,1.87E-09,1148.62,0,0
6005,-597.642,0.281767,0,0.28223,1
3063,-2204.33,2.25E-10,0,0,0
3964,-1867.95,2.40E-15,762.823,0,0
901,-422.019,0.200582,0,0.199718,0
1742,-1254.51,2.71E-19,353.028,0,0
6005,-3747.81,0.113529,0,0.113512,0
2883,-704.114,0.113527,0,0.113512,1
5765,-3165.38,0.772944,0,0.772976,0
901,-74.7536,1,-78.7154,1,1
3603,-1054.04,0.772944,0,0.772976,1
6005,-3757.23,0.0753104,0,0.0752466,0
3423,-2468.65,0.53421,0,0.531869,0
3603,-2432.74,0.847145,0,0.849499,1
2582,-2585.55,1,-1703.74,1,1
3423,-1537.41,0.912469,0,0.91189,1
2282,-2029,2.71E-19,406.229,0,0
2883,-1631.72,0.179075,0,0.178037,1
2462,-1167.42,0.298235,0,0.297557,0
6005,-770.675,0.115965,0,0.115703,0
3003,-11320.2,1,-8162.49,1,1
4924,-2116.26,0.884035,0,0.884297,1
2162,-2216.37,0.908688,0,0.909748,1
4084,-2233.73,0.011932,0,0.0118936,0
6005,-0.888401,0.988068,0,0.988106,1
3783,-8526.4,1,-3460.46,1,1
5405,-1499.79,0.011932,0,0.0118936,0
1982,-1422.52,0.66094,0,0.661942,0
6005,-4650.23,0.259206,0,0.258827,0
2462,-1611.27,2.71E-19,266.685,0,0
3783,-4012.51,0.169148,0,0.16722,1
3723,-6252.67,1,-2809.03,1,1
2462,-3361.59,1,-1488.36,1,1
4144,-3043.42,0.102949,0,0.102941,1
4204,-3490.43,0.733394,0,0.733853,1
5164,-3418.52,2.84E-15,709.079,0,1
781,-703.04,1,-517.932,1,1
6005,-1612.1,0.102101,0,0.102256,0
4444,-3475.39,0.590125,0,0.590504,1
3423,-508.95,0.715051,0,0.714598,0
1802,-1251.85,0.4687,0,0.468636,0
3663,-4871.9,0.622858,0,0.62381,1
5164,-2157.14,2.71E-19,2535.33,0,0
6005,-0.137709,1,0,1,1
5585,-3001.9,2.71E-19,2201.33,0,0
1442,-789.186,2.86E-09,809.861,0,0
2402,-812.887,0.715051,0,0.714598,0
5225,-1379.16,2.71E-19,3717.92,0,0
721,-653.901,0.736516,0,0.736862,1
6005,-3165.94,0.0875308,0,0.0881102,0
1081,-452.259,2.71E-19,799.913,0,0
3243,-430.186,0.011932,0,0.0118936,0
2943,-5090.76,0.00693431,0,0.0073469,0
5405,-1228.11,0.00318216,0,0.00317163,0
4324,-1362.8,2.71E-19,2100.83,0,0
4804,-4144.13,3.96E-14,727.894,0,0
6005,-0.463514,1,0,1,1
1261,-836.898,0.264959,0,0.266716,1
5405,-3985.23,0.853491,0,0.852029,1
5285,-2653.13,0.144106,0,0.145248,0
5825,-3184.11,1.87E-09,1148.62,0,0
6005,-597.642,0.281767,0,0.28223,1
3063,-2204.33,2.25E-10,0,0,0
3964,-1867.95,2.40E-15,762.823,0,0
901,-422.019,0.200582,0,0.199718,0
1742,-1254.51,2.71E-19,353.028,0,0
6005,-3747.81,0.113529,0,0.113512,0
2883,-704.114,0.113527,0,0.113512,1
5765,-3165.38,0.772944,0,0.772976,0
901,-74.7536,1,-78.7154,1,1
3603,-1054.04,0.772944,0,0.772976,1
6005,-3757.23,0.0753104,0,0.0752466,0
3423,-2468.65,0.53421,0,0.531869,0
3603,-2432.74,0.847145,0,0.849499,1
2582,-2585.55,1,-1703.74,1,1
3423,-1537.41,0.912469,0,0.91189,1
2282,-2029,2.71E-19,406.229,0,0
2883,-1631.72,0.179075,0,0.178037,1
2462,-1167.42,0.298235,0,0.297557,0
6005,-770.675,0.115965,0,0.115703,0
3003,-11320.2,1,-8162.49,1,1
4924,-2116.26,0.884035,0,0.884297,1
2162,-2216.37,0.908688,0,0.909748,1
4084,-2233.73,0.011932,0,0.0118936,0
6005,-0.888401,0.988068,0,0.988106,1
3783,-8526.4,1,-3460.46,1,1
5405,-1499.79,0.011932,0,0.0118936,0
1982,-1422.52,0.66094,0,0.661942,0
6005,-4650.23,0.259206,0,0.258827,0
2462,-1611.27,2.71E-19,266.685,0,0
3783,-4012.51,0.169148,0,0.16722,1
3723,-6252.67,1,-2809.03,1,1
2462,-3361.59,1,-1488.36,1,1
4144,-3043.42,0.102949,0,0.102941,1
4204,-3490.43,0.733394,0,0.733853,1
5164,-3418.52,2.84E-15,709.079,0,1
781,-703.04,1,-517.932,1,1
6005,-1612.1,0.102101,0,0.102256,0
4444,-3475.39,0.590125,0,0.590504,1
3423,-508.95,0.715051,0,0.714598,0
1802,-1251.85,0.4687,0,0.468636,0
3663,-4871.9,0.622858,0,0.62381,1
5164,-2157.14,2.71E-19,2535.33,0,0
6005,-0.137709,1,0,1,1
5585,-3001.9,2.71E-19,2201.33,0,0
1442,-789.186,2.86E-09,809.861,0,0
2402,-812.887,0.715051,0,0.714598,0
5225,-1379.16,2.71E-19,3717.92,0,0
721,-653.901,0.736516,0,0.736862,1
6005,-3165.94,0.0875308,0,0.0881102,0
1081,-452.259,2.71E-19,799.913,0,0
3243,-430.186,0.011932,0,0.0118936,0
2943,-5090.76,0.00693431,0,0.0073469,0
5405,-1228.11,0.00318216,0,0.00317163,0
4324,-1362.8,2.71E-19,2100.83,0,0
4804,-4144.13,3.96E-14,727.894,0,0
6005,-0.463514,1,0,1,1
1261,-836.898,0.264959,0,0.266716,1
5405,-3985.23,0.853491,0,0.852029,1
5285,-2653.13,0.144106,0,0.145248,0
5825,-3184.11,1.87E-09,1148.62,0,0
6005,-597.642,0.281767,0,0.28223,1
3063,-2204.33,2.25E-10,0,0,0
3964,-1867.95,2.40E-15,762.823,0,0
901,-422.019,0.200582,0,0.199718,0
1742,-1254.51,2.71E-19,353.028,0,0
6005,-3747.81,0.113529,0,0.113512,0
2883,-704.114,0.113527,0,0.113512,1
5765,-3165.38,0.772944,0,0.772976,0
901,-74.7536,1,-78.7154,1,1
3603,-1054.04,0.772944,0,0.772976,1
6005,-3757.23,0.0753104,0,0.0752466,0
3423,-2468.65,0.53421,0,0.531869,0
3603,-2432.74,0.847145,0,0.849499,1
2582,-2585.55,1,-1703.74,1,1
3423,-1537.41,0.912469,0,0.91189,1
2282,-2029,2.71E-19,406.229,0,0
2883,-1631.72,0.179075,0,0.178037,1
2462,-1167.42,0.298235,0,0.297557,0
6005,-770.675,0.115965,0,0.115703,0
3003,-11320.2,1,-8162.49,1,1
4924,-2116.26,0.884035,0,0.884297,1
2162,-2216.37,0.908688,0,0.909748,1
4084,-2233.73,0.011932,0,0.0118936,0
6005,-0.888401,0.988068,0,0.988106,1
3783,-8526.4,1,-3460.46,1,1
5405,-1499.79,0.011932,0,0.0118936,0
1982,-1422.52,0.66094,0,0.661942,0
6005,-4759.94,0.547107,0,0.546613,1
2462,-325.477,3.47E-17,1163.07,0,0
3783,-3078.49,0.0621184,0,0.0617128,0
3723,-6178.31,1,-3224.44,1,1
2462,-5675.57,1,-4026.86,1,1
4144,-1865.4,2.00E-05,594.208,0,0
4204,-3061.07,0.765832,0,0.77456,1
5164,-2850.57,1.97E-10,1152.36,0,0
781,-1809.13,1,-1198.65,1,1
6005,-1106.28,0.092581,0,0.0924832,0
4444,-4603.71,1,-1096.03,1,1
3423,-1725.38,3.47E-17,1080.15,0,1
1802,-360.135,1,-92.3593,1,1
3663,-3240.5,0.435666,0,0.425521,1
5164,-248.981,3.47E-17,4184.04,0,0
6005,-5793.52,0.999985,-331.248,1,1
5585,-3263,9.09E-07,1504.14,0,0
1442,-3034.86,4.14E-12,442.563,0,1
2402,-1685.21,0.784102,0,0.783781,1
5225,-1472.14,3.47E-17,3868.29,0,0
721,-142.978,0.52539,0,0.526054,1
6005,-3002.77,0.118034,0,0.118562,0
1081,-1.10E-50,3.47E-17,881.237,0,0
3243,-1.65E-07,3.47E-17,2802.68,0,0
2943,-2408.07,4.73E-10,616.519,0,0
5405,-1796.62,1.82E-13,1965.86,0,0
4324,-197.334,3.47E-17,3963.45,0,0
4804,-2524.9,3.47E-17,1880.02,0,0
6005,-2910.64,0.540279,0,0.542016,1
1261,-1269.72,0.156338,0,0.151213,0
5405,-2361.97,1,-62.2195,1,1
5285,-3199.63,0.0431776,0,0.0415093,0
5825,-2024.67,3.47E-17,2978.85,0,0
6005,-4296.72,0.13326,0,0.133586,0
3063,-489.676,3.47E-17,1951.41,0,0
3964,-659.032,1.11E-16,1517.37,0,0
901,-543.549,0.0632815,0,0.0653029,0
1742,-518.49,3.47E-17,921.701,0,1
6005,-2097.82,0.103145,0,0.103125,0
2883,-2097.55,1.97E-13,521.183,0,0
5765,-2453.06,0.348329,0,0.347565,1
901,-241.27,1,-1168.61,1,1
3603,-507.199,0.573201,0,0.574122,1
6005,-1584.65,0.10308,0,0.103125,0
3423,-3200.94,0.591989,0,0.590941,1
3603,-4171.35,1,-1487.09,1,1
2582,-5899.95,1,-3559.54,1,1
3423,-2358.76,0.870058,0,0.862737,1
2282,-1532.44,3.47E-17,644.897,0,0
2883,-1872.76,0.0450414,0,0.0432036,0
2462,-1583.75,0.514857,0,0.517275,1
6005,-1200.08,0.157702,0,0.161594,0
3003,-15271.3,1,-14198.9,1,1
4924,-3846.89,0.533758,0,0.526761,1
2162,-4709.72,1,-2616.44,1,1
4084,-3104.51,3.47E-17,770.01,0,0
6005,-5020.93,0.61497,0,0.615122,1
3783,-8520.17,1,-5349.21,1,1
5405,-1739,3.47E-17,3396.63,0,0
1982,-1181.68,0.464722,0,0.464295,1
6005,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
3783,0,0.00244141,0,0,0
3723,-2384.37,0.00244141,0,0,0
2462,-4586.52,0.99707,-1607.49,1,1
4144,0,0.00244141,0,0,0
4204,0,0.00244141,0,0,0
5164,0,0.00244141,0,0,0
781,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
4444,-3896.61,0.00463867,0,0,0
3423,0,0.00244141,0,0,0
1802,0,0.994873,0,1,1
3663,-602.408,0.971191,0,1,1
5164,0,0.00244141,0,0,0
6005,-893.275,0.00244141,4967.43,0,0
5585,-1751.43,0.00244141,3896.88,0,0
1442,-1384.58,0.98877,0,1,1
2402,-2540.77,0.00850351,0,0,0
5225,-44.6638,0.00244141,3862.39,0,0
721,-1.04E-44,0.00468008,0,0,0
6005,0,0.00244141,0,0,0
1081,0,0.00463867,0,0,0
3243,0,0.00244141,0,0,0
2943,-2.48E-43,0.0107422,0,0,0
5405,-3063.24,0.00244141,0,0,0
4324,0,0.00244141,0,0,0
4804,-1137.3,0.00244141,1140.49,0,0
6005,-1722.37,0.00244141,4165.66,0,0
1261,-1801.86,0.979492,0,1,1
5405,-1785.71,0.0200195,0,0,0
5285,-874.434,0.00244141,4402.32,0,0
5825,-2618.08,0.00244141,2889.64,0,0
6005,-78.8623,0.00244141,3830.83,0,0
3063,0,0.00244141,0,0,0
3964,0,0.00244141,0,0,0
901,0,0.0107422,0,0,0
1742,-34.5011,0.00864767,0,0,0
6005,0,0.00244141,0,0,0
2883,0,0.00244141,0,0,0
5765,-2477.2,0.00244141,1523.5,0,0
901,0,0.99707,0,1,1
3603,-148.632,0.00244141,2308.07,0,0
6005,0,0.00244141,0,0,0
3423,-1907.27,0.00244141,227.622,0,0
3603,-424.652,0.00244141,0,0,0
2582,-2753.97,0.99707,0,1,1
3423,-1351.4,0.00244141,0,0,0
2282,0,0.00244141,0,0,0
2883,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3003,-1795.7,0.99707,0,1,1
4924,-1.878,0.00244141,4389.16,0,0
2162,-460.888,0.991008,0,1,1
4084,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3783,-4384,0.99707,0,1,1
5405,0,0.00244141,0,0,0
1982,-2149.12,0.984863,0,1,1
6005,-95.2969,4.77E-06,4289.6,0,0
2462,-4.37E-08,4.77E-06,0,0,0
3783,-130.855,0.0107781,0,0.00899711,0
3723,-1677.7,0.00795716,0,0.00899711,0
2462,-2441.73,0.999994,-5528.5,1,1
4144,-1.42234,4.77E-06,2781.01,0,0
4204,-241.546,4.77E-06,2371.61,0,0
5164,-72.57,4.77E-06,3463.26,0,0
781,0,0.00865496,0,0.00952845,0
6005,-5.67E-08,4.77E-06,5985.73,0,0
4444,-94.373,0.0260634,0,0.0260543,1
3423,-1005.19,4.77E-06,2681.77,0,0
1802,-2.86E-10,0.999977,-231.218,1,1
3663,-2598.43,0.96303,0,0.964949,0
5164,-1.39E-11,4.77E-06,4841.18,0,0
6005,-153.532,4.77E-06,2265.87,0,0
5585,-5821.32,4.77E-06,519.589,0,0
1442,-1.76E-06,0.976104,0,0.973946,0
2402,-343.917,0.023814,0,0.0260543,1
5225,-1593.51,4.77E-06,4087.71,0,0
721,-378.863,8.62E-05,0,0,0
6005,0,4.77E-06,0,0,0
1081,0,8.58E-06,0,0,0
3243,-5.36E-24,4.77E-06,3066.7,0,0
2943,-3985.88,0.0260789,0,0.0260543,1
5405,-6813.64,4.77E-06,370.624,0,0
4324,-2680.52,4.77E-06,3265.74,0,0
4804,-6091.91,4.77E-06,1012.75,-1.40E-13,0
6005,-1517.53,4.77E-06,4374.05,0,0
1261,-1587.57,0.999928,0,1,1
5405,-3723.73,7.06E-05,0,0,0
5285,-3226.7,4.77E-06,2895,0,0
5825,-3326.89,4.77E-06,2547.47,0,0
6005,-262.659,4.77E-06,5390.51,0,0
3063,-9.86E-12,4.77E-06,0,0,0
3964,-1722.91,5.59E-05,686.982,0,0
901,-1616.35,0.00958952,0,0.00899711,0
1742,-1713.79,0.0234726,0,0.0260543,1
6005,-1655.13,4.77E-06,2615.65,0,0
2883,-816.268,4.77E-06,1852.82,0,0
5765,-3011.39,0.000152187,302.61,0,0
901,0,0.999847,0,1,1
3603,-955.39,4.77E-06,0,0,0
6005,0,4.77E-06,0,0,0
3423,-4913.97,0.000995282,0,4.24E-13,0
3603,-3462.12,4.77E-06,1457.65,0,0
2582,-6526.54,0.999953,-441.199,1,1
3423,-4038.55,1.53E-05,536.411,0,0
2282,-698.85,4.77E-06,559.004,0,0
2883,-4408.21,4.77E-06,1297.55,0,0
2462,-1482.84,4.77E-06,1428.45,0,0
6005,-795.549,4.77E-06,5789.67,0,0
3003,-7372.07,0.999984,-477.036,1,1
4924,-6945.67,4.77E-06,1186.76,0,0
2162,-3517.96,0.998181,0,1,1
4084,-4368.91,4.77E-06,1630.31,0,0
6005,-245.095,4.77E-06,5706.86,0,0
3783,-3471.05,0.0314734,0,0.0350515,1
5405,-193.709,4.77E-06,3114.03,0,0
1982,-1418.36,0.968526,0,0.964949,0
6005,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
3783,0,0.00244141,0,0,0
3723,-4805.01,0.00244141,0,0,0
2462,-3147.29,0.99707,-1678.08,1,1
4144,0,0.00244141,0,0,0
4204,0,0.00244141,0,0,0
5164,0,0.00244141,0,0,0
781,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
4444,-4791.3,0.00683594,0,0,0
3423,-52.1706,0.00244141,0,0,0
1802,0,0.994873,0,1,1
3663,-683.993,0.971191,0,1,1
5164,0,0.00244141,0,0,0
6005,-1501.07,0.00244141,4960.77,0,0
5585,-2908.54,0.00244141,3009.96,0,0
1442,-2112.61,0.985233,-27.6595,1,1
2402,-2958.75,0.0147671,0,0,0
5225,-446.32,0.00244141,3979.22,0,0
721,-3.54E-44,0.0106151,0,0,0
6005,0,0.00244141,0,0,0
1081,0,0.00463867,0,0,0
3243,0,0.00244141,0,0,0
2943,-1.11E-38,0.0142792,0,0,0
5405,-6194.16,0.00244141,0,0,0
4324,-1205.42,0.00244141,3228.99,0,0
4804,-1996.1,0.00244141,1926.59,0,0
6005,-2129.62,0.00244141,3807.51,0,0
1261,-2227.91,0.984865,-444.723,1,1
5405,-2027.55,0.0146464,0,0,0
5285,-1079.63,0.00244141,4313.08,0,0
5825,-3200.17,0.00244141,1799.68,0,0
6005,-1917.71,0.00244141,4370.15,0,0
3063,0,0.00244141,0,0,0
3964,0,0.00427746,0,0,0
901,0,0.0142792,0,0,0
1742,-1867.37,0.0161133,0,0,0
6005,0,0.00244141,0,0,0
2883,-389.165,0.00244141,1300.39,0,0
5765,-3404.1,0.00244141,513.679,0,0
901,0,0.99707,0,1,1
3603,-204.246,0.00244141,1390.28,0,0
6005,0,0.00244141,0,0,0
3423,-2442.66,0.00244141,0,0,0
3603,-1487.26,0.00244141,1794.78,0,0
2582,-2354.07,0.99707,0,1,1
3423,-2737.47,0.00244141,0,0,0
2282,0,0.00244141,0,0,0
2883,-34.6462,0.00244141,0,0,0
2462,-77.9729,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3003,-1959.59,0.99707,0,1,1
4924,-242.961,0.00244141,3834.92,0,0
2162,-1519.88,0.984745,0,1,1
4084,-737.101,0.00244141,2799.3,0,0
6005,0,0.00244141,0,0,0
3783,-5359.82,0.99707,-306.338,1,1
5405,0,0.00244141,0,0,0
1982,-4328.54,0.973268,-1199.96,1,1
3003,-0.0643925,9.54E-06,2198.84,0,0
1231,-6.11E-29,9.54E-06,0,0,0
1892,-824.253,8.19E-05,0,0,0
1862,-1731.92,0.26918,0,0.271948,1
1231,-4556.47,0.999989,-2931.21,1,1
2072,-1.75E-15,9.54E-06,1499.16,0,0
2102,-0.0885396,9.54E-06,1244.54,0,0
2582,-731.395,9.54E-06,1581.04,0,0
391,-367.714,0.00619823,103.418,0,0
3003,-19.5411,9.54E-06,2990.26,0,0
2222,-2902.64,0.796165,0,0.796395,1
1712,-228.622,9.54E-06,1527.16,0,0
901,-53.7393,0.883018,0,0.884002,1
1832,-8.36E-26,9.54E-06,770.708,0,0
2582,-1.97E-24,9.54E-06,2338.84,0,0
3003,-2834.57,9.54E-06,772.161,0,0
2793,-2611.76,0.00609941,0,0,0
721,-1660.52,0.203915,0,0.203605,0
1201,-1147.4,0.790132,0,0.796395,1
2613,-1963.98,9.54E-06,0,0,0
361,-197.425,0.000136967,0,0,0
3003,0,9.54E-06,0,0,0
541,-1.48E-46,1.93E-05,0,0,0
1622,-2.09E-24,9.54E-06,1354.34,0,0
1472,-167.796,0.796098,0,0.796395,0
2703,-2530.73,9.54E-06,156.364,0,0
2162,-1.75E-48,9.54E-06,0,0,0
2402,-2167.53,6.25E-05,290.897,0,0
3003,-881.075,9.54E-06,907.355,0,0
631,-1180.31,0.999979,-658.857,1,1
2703,-381.035,0.203828,0,0.203605,1
2643,-1502.16,9.54E-06,854.086,0,0
2913,-1406.74,4.70E-05,117.576,0,0
3003,-692.126,9.54E-06,2174.04,0,0
1532,-46.9372,9.54E-06,0,0,0
1982,-493.07,9.54E-06,662.378,0,0
451,-4.19E-09,0.270774,0,0.271948,1
871,-797.446,0.702097,0,0.700246,0
3003,-2.98E-20,9.54E-06,2201.34,0,0
1442,-304.637,9.54E-06,1384.7,0,0
2883,-2477.2,0.209539,0,0.203605,1
451,-9.85E-20,0.790481,0,0.796395,1
1802,-266.513,9.54E-06,1422.2,0,0
3003,-2.40E-25,9.54E-06,0,0,0
1712,-1384.61,0.400126,0,0.407205,0
1802,-874.536,9.54E-06,903.568,0,0
1291,-1742.75,0.999989,-302.653,1,1
1712,-999.72,0.116774,0,0.115998,0
1141,-179.359,9.54E-06,796.665,0,0
1442,-225.273,9.54E-06,0,0,0
1231,-253.569,9.54E-06,876.997,0,0
3003,-1379.86,9.54E-06,2920.94,0,0
1502,-7784.62,0.999956,-342.759,1,1
2462,-7951.6,9.54E-06,0,0,0
1081,-1112.22,0.596984,0,0.590471,0
2042,-2218.6,9.54E-06,1444.53,0,0
3003,-10.7934,9.54E-06,2252.4,0,0
1892,-4089.44,0.999989,-1401.72,1,1
2703,-1156.62,9.54E-06,1598.4,0,0
991,-944.104,0.342953,0,0.342818,1
3003,-83.0381,4.77E-06,2408.93,0,0
1231,0,4.77E-06,0,0,0
1892,-1760.03,0.000388612,264.882,0,0
1862,-1217.08,0.300138,0,0.300459,1
1231,-4271.06,0.999994,-3621.56,1,1
2072,-11.242,4.77E-06,1422.16,0,0
2102,-1.16E-17,4.77E-06,1154.78,0,0
2582,-94.9248,4.77E-06,1748.58,0,0
391,-18.1375,4.77E-06,67.0648,0,0
3003,-1.53866,4.77E-06,2990.69,0,0
2222,-3009.11,0.820136,0,0.820232,1
1712,-471.116,4.77E-06,1397.72,0,0
901,-210.02,0.917612,0,0.91426,1
1832,-1038.29,4.77E-06,1264.04,0,0
2582,-1.31E-24,4.77E-06,2559.44,0,0
3003,-1169.15,4.77E-06,727.116,0,0
2793,-2788.3,0.489289,0,0.501956,0
721,-3.93672,0.179864,0,0.179768,0
1201,-1338.67,0.350561,0,0.349819,1
2613,-250.084,4.77E-06,877.32,0,0
361,-590.295,0.000952432,0,0,0
3003,0,4.77E-06,0,0,0
541,0,4.77E-06,0,0,0
1622,-1.39E-24,4.77E-06,1592.31,0,0
1472,-4.14E-15,0.820015,0,0.820232,0
2703,-2096.27,0.00253254,0,-4.77E-13,0
2162,-7.64867,4.77E-06,2039.62,0,0
2402,-1212.42,6.54E-06,388.355,0,0
3003,-1998.35,4.77E-06,844.06,0,0
631,-1647.19,0.999987,-961.475,1,1
2703,-2860.35,0.179599,0,0.179768,1
2643,-2087.32,4.77E-06,769.191,0,0
2913,-2940.61,0.00017192,0,0,0
3003,-348.885,4.77E-06,1905.13,0,0
1532,0,4.77E-06,0,0,0
1982,-412.317,5.61E-06,748.152,0,0
451,-4.9757,0.308606,0,0.307849,1
871,-382.001,0.434251,0,0.43685,0
3003,-384.539,4.77E-06,2617.61,0,0
1442,-86.1605,4.77E-06,1300.91,0,0
2883,-3069.81,0.891992,0,0.91536,0
451,-396.64,0.330911,0,0.318276,1
1802,-369.047,4.77E-06,940.396,0,0
3003,-5.71E-27,4.77E-06,0,0,0
1712,-1779.46,0.0806372,0,0.0857403,1
1802,-983.054,4.77E-06,0,0,0
1291,-2090.79,0.999994,-400.235,1,1
1712,-1826.83,0.0820081,0,0.0857403,0
1141,-26.2821,4.77E-06,704.632,0,0
1442,-10.2577,4.77E-06,0,0,0
1231,-1187.25,4.77E-06,661.016,0,0
3003,0,4.77E-06,0,0,0
1502,-1796.24,0.999994,-180.33,1,1
2462,-1952.16,4.77E-06,277.251,0,0
1081,-1343.65,0.917124,0,0.91426,0
2042,-94.7013,4.77E-06,1598.3,0,0
3003,-1.18E-12,4.77E-06,2591.8,0,0
1892,-3343.93,0.999994,-1248.8,1,1
2703,-642.527,4.77E-06,1571.15,0,0
991,-31.3336,0.443146,0,0.442441,1
3003,-45.8073,3.81E-05,0,0,0
1231,-0.0485473,3.81E-05,0,0,0
1892,-225.89,6.82E-05,0,0,0
1862,-1551.39,0.358364,0,0.358462,0
1231,-3185.52,0.999954,-3109.16,1,1
2072,-53.141,3.81E-05,1969.98,0,0
2102,-96.0072,3.81E-05,1736.6,0,0
2582,-121.73,3.81E-05,1983.31,0,0
391,-21.7187,3.81E-05,0,0,1
3003,-0.198204,3.81E-05,0,0,0
2222,-1193.69,0.704483,0,0.704495,1
1712,-44.8363,3.81E-05,1153.82,0,0
901,-1643.85,0.905916,0,0.912514,0
1832,-7.07E-41,3.81E-05,0,0,0
2582,-21.3607,3.81E-05,0,0,0
3003,-1849.41,3.81E-05,739.092,0,0
2793,-3909.88,0.539712,0,0.543947,1
721,-1129.75,0.295616,0,0.295505,0
1201,-2408.44,0.168287,0,0.165573,0
2613,-1643.47,3.81E-05,1299.27,0,0
361,-327.781,0.000170034,0,-2.37E-13,0
3003,-7.51E-14,3.81E-05,0,0,0
541,-3.63E-09,3.81E-05,0,0,0
1622,-24.0831,3.81E-05,1472.64,0,0
1472,-51.0944,0.618601,0,0.618549,1
2703,-2137.29,0.00940628,0,0.00694229,0
2162,-8.47E-26,3.81E-05,0,0,0
2402,-2814.01,5.30E-05,418.356,0,0
3003,-3071.85,3.81E-05,704.459,0,0
631,-2268.08,0.999949,-1186.06,1,1
2703,-1127.39,0.381392,0,0.381451,0
2643,-1921.44,3.81E-05,523.716,0,0
2913,-3742.8,3.81E-05,22.8671,0,1
3003,-255.611,3.81E-05,1493.89,0,0
1532,-0.228301,3.81E-05,0,0,0
1982,-62.4578,6.82E-05,0,0,0
451,-2.45E-26,0.423758,0,0.424441,0
871,-308.293,0.151688,0,0.15236,1
3003,-33.848,3.81E-05,1862.7,0,0
1442,-46.4428,3.81E-05,999.947,0,0
2883,-3444.18,0.587527,0,0.589848,1
451,-107.581,0.412465,0,0.410152,0
1802,-297.208,3.81E-05,869.827,0,0
3003,-4.00E-17,3.81E-05,0,0,0
1712,-626.175,0.0817506,0,0.0805435,0
1802,-678.574,3.81E-05,321.087,0,1
1291,-1678.16,0.999954,-399.431,1,1
1712,-2768.94,0.0940151,0,0.0874858,0
1141,-810.051,3.81E-05,411.425,0,0
1442,-1.32136,3.81E-05,0,0,0
1231,-59.1024,3.81E-05,498.505,0,0
3003,0,3.81E-05,0,0,0
1502,-2613.61,0.999954,-960.897,1,1
2462,-4024.21,3.81E-05,0,0,1.16E-13
1081,-236.946,0.982511,0,0.984805,1
2042,-27.9393,3.81E-05,1439.28,0,0
3003,-3.04E-12,3.81E-05,2541.63,0,0
1892,-4371.13,0.999954,-1185.26,1,1
2703,-452.371,3.81E-05,1536.9,0,0
991,-1090.32,0.55296,0,0.552467,1
601,-740.165,0.259935,0,0.259613,1
247,-39.3785,5.55E-16,148.198,0,0
379,-875.228,1,-68.1652,1,1
